author,text,likes,time,label
@CeriahatiPlay,"Ya Allah, mereka rakus, mereka jahat, mereka tidak punya Hati!!!! Rakyat tidak salah apa2 justru menderita",0,2 bulan yang lalu,0
@junvannesmanullang8537,Omong doang,0,2 bulan yang lalu,2
@Factalogical,Tidak akan status naik menjadi Bencana Nasional. Karena Sumatera bukan Indonesia. Sumatera hanya sapi perahnya Indonesia aja.,0,2 bulan yang lalu,0
@onlyat30,"coba periksa itu baju hitam, baju coklat, baju ijo, dpr , mentri jangan warga biasa atau pengusaha aja yg selalu d plyaing victim terus. berita isinya negara selalu playing victim warga sama pengusaha. gini amad negara indonesia isinya orang bajinggan , di depan warga suruh cinta tana air tanpi nyatanya semua cinta duit ampun ampun",0,2 bulan yang lalu,1
@johanprasetya9892,"Jokowi yg membangun dr sumatra sd papua dengan waktu yg terbatas masih di caci maki rakyat dan sekarang prabowo meneruskan pembangunan berkelanjutan di ganggu terus ,kalau sudah  ada musibah mau salahkan siapa???😂😂😂",0,2 bulan yang lalu,0
@jalanamatir881,"pengen kali lah beli tanah di jawa terutama dekat kampung si gigi rompal tua TOLOL, terus kugunduli semuanya disana biar tau rasa dia efek perusakan lingkungan. dengar2 Cak imin bilang pun bukan bencana nasional ini ya, cem nya apa memang harus pisah sumatra sama pemerintahan di jawa ini? agak2 bosan juga lihat si tolol2 yg lahir di pulau2 terpencil tu terutama pendukung idiot yg senang di bayar 300rb buat suara",0,2 bulan yang lalu,1
@RamlisitinRamlisitin,Cari aman,0,2 bulan yang lalu,2
@Mansyurin_07,12:12 pertamax di daerah gw jadi 40rb per liter😢,0,2 bulan yang lalu,1
@haris8904,Mentang2 perolehan suara plipres terendah di dua provinsi tersebut. Tapi ya ga gitu juga dong Bapak Presiden. 😤,0,2 bulan yang lalu,1
@andriandwinurshifa9751,tapi ketika di main land indonesia terjadi banjir selutut langsung jadi bencana nasional bjirr,0,2 bulan yang lalu (diedit),0
@yonlyboyon7746,"Bg
Menurut abang minimal kompeten
Masalah utama nya bukan itu bg
Dari tata ruang, perizinan dll hantu belahu itu
Benang merah nya, adalah mereka2 ini tidak punya kapasitas bg, dari kursi2 yg mereka duduki. Dari tugas, fungsi, dan tanggung jawab yg mereka emban, sama sekali kebanyakan tidak punya kapasitas dari jabatan yg mereka miliki, apalagi klu di meja2 mereka telah di isi beberapa amplop, semua pasti di cc kan aja bg, tampa ada kajian yg lebih dalam, bukan kurang empati, atau rasa, kapasitas nya ini yg tidak ada sama sekali unk mengkaji ulang sesuatu yg di buat, seperti petani yg di suruh melaut,,",0,2 bulan yang lalu,0
@nyatayuni6773,"HIDUP INI KALOU SALING TAU BATAS DIRI,MILIK DIRI,MANA YANG PANTAS MANA YANG TIDAK!!!MANA YANG HAK MANA YANG TIDAK!!!! MAKIN TINGGI KEDUDUKAN SEHARUSNYA SIFAT2 DIATAS WAJIB DIMILIKI!!! TAPI SAYANG SEMUA MEREKA TAK PUNYA RASA ITU SEMUA!!!! NIKMAT KALIAN DERITA RAKYAT TERUS MENERUS!!!! HATI KALIAN BEKU TAK BERHATI YANG TERPIKIR KEDUDUKAN YANG MENGHSLALKAN SEGALA CARA!!!! BENCANA INI ULAH MANUSIA2 RAKUS DAN SERAKAH!!!!BUKTI KAYU2 GLONDONGAN!!! KAYU TSK BUNUH DIRI TAPI DIBUNUH!!!!",1,2 bulan yang lalu,0
@yondra22,"Pemerintah sibuk ngurusin negara lain,tapi disaat Sumatra kena Bencana,se olah2 tidak peduli,banyak rakyat yg kelaparan,bantuan yg lambat,apa kah Sumatra hanya untuk diambil hasil bumi dan alam nya,untuk memperkaya pulau Jawa,apakah Sumatra tidak dianggap bagian dari indonesia,",0,2 bulan yang lalu,1
@BSharklove,"nysel jd org bodoh, cuma bisa sedih g bisa ngapa2in utk bantu....maaf",1,2 bulan yang lalu,1
@ryuzu1246,Hahaha presidennya takut dilengserkan kayak gusdur bang fandi😂,0,2 bulan yang lalu,1
@oscarshort26,"Bener bg, aku yang hidup di aceh di mana daerah aku sangat tidak pernah ngerasain banjir sama sekali dari nenek buyut jaman dulu kaget bisa terkena banjir bandang gini, bahkan nenek2 di sini terkejut krna baru kali ini ngerasa banjir apalgi banjir bandang gini, apalgi daerah aku dataran agak tinggi irigasi depan rumah luas dan datarannya tinggi jadi gak pernah meluap dari jaman dulu bahkan sebelah sana ada sungai dengan keluasan paling luas di kabupaten ini bahkan lebih luas dari kabupaten lain, meskipun air sungainya sangat banyak dan meluap sungai itu sanggup nampung krna jgk luasnya daratan samping sungai, tapi kali ini bener2 gak bisa nampung sehingga rumah kami tenggelam beberaa kecamatan, bayangkan aja seberapa banyak airnya arusnya kek tsunami , tapi Alhamdulillah tempat saya airnya sudah surut meskipun ada yang masih gak bisa balik buat bersihin rumah krna lumpur begitu tinggi nutupin jalan dan rumah, susah untuk di bersihin sehingga harus tunggu pemerintah kalau ada inisiatif untuk turunin alat berat bantu bersihkan lumpur yang tinggi hingga kami bisa bersihin rumah bagian dalam yang masih hinggap lumpur",0,2 bulan yang lalu,0
@DediKurnia-s7n,"Orang Bali menolak untuk membangun jembatan antara Jawa dan Bali, alasannya agar Bali tidak dimasuki aura negatif..ada yg tau maksudnya?",0,2 bulan yang lalu,0
@sepi-d6r,makanya orang2 pintar yg duduk dipemeritahan itu banyak membodohi rakyatnya dan menyiksa kehidupan masyarakat,0,2 bulan yang lalu,1
@DediKurnia-s7n,Gw sebagai putra Andalas sangat berharap lepas dari Indonesia...,0,2 bulan yang lalu,1
@LUXY-COBRAIT,"Mereka bilang: QRIS itu masa depan,
Transaksi cepat, digital, tanpa uang kertas.
Tapi aku lihat, di balik kode yang dipindai,
Ada hutan yang ditebang, ada tanah yang digadai.

QRIS dibanggakan di podium,
Tapi di hutan, orang utan kehilangan rumah.
Burung kehilangan langit, akar kehilangan tanah,
QRIS jadi miris, dicetak di atas luka bangsa.

Mereka bilang: rakyat modern, aman, terkoneksi,
Tapi siapa yang aman kalau hutan jadi kenangan?
QRIS bukan sekadar kode,
Ia cermin ironi: digital maju, alam mundur.

QRIS yang miris,
Bukan karena teknologinya,
Tapi karena ia berdiri di atas hutan yang menangis.",0,2 bulan yang lalu,2
@TinusHuar,"Status bencana nasional wajib di dukung tapi hal yg sangat penting setelah penanganan korban bencana wajib ada tindakan hukum dari kelanjutan status bencana nasional agar kejadian seperti ini Tidak menjadi langganan dan perubahan dan kondisi cuaca jadi kambing hitam kesalahan bencana, berharap manusia Indonesia sadar ( semoga )",15,2 bulan yang lalu,0
@wawanraja8902,"Udah belom mandi fer, udah ada rencana bikin demo lagi gk, pak anies pujaanmu sehatkan 😅😅",0,2 bulan yang lalu,1
@rolands1313,"Keinget ramalan Hard Gumay.
Bencana Sumatra & Sulawesi
Akan terjadi diantara akhir thn 2025 & awal 2026",0,2 bulan yang lalu (diedit),1
@Liya_8-r9n,"Ayolah pra youtuber n tiktoker jgn cuma bkn kontn ja, mri berbondong2 kmpuln Donsi tuk bncn ini, sya ykn dgn sstem gotong royong Sling mmbntu insya Allah saudr kt yg terkena bncn akn bs bngkt 💪💪💪💪💪",0,2 bulan yang lalu,1
@b.a.pakpahan1061,"Rakyat ketiga propinsi tsb tidak butuh status,,yg pasti segera tangani agar korban tidak semakin banyak dan yg lebih penting pasca bencana harus ada yg dipecat dan ditangkap karena tidak bisa  melindungi lingkungan",0,2 bulan yang lalu,0
@NandarSanjaya-pe4gc,Memang serakah.. tinggal tunggu aja musnahnya negeri Dengan pengrusakan alam demi uang uang dan uang...bangsat,0,2 bulan yang lalu,0
@satriayudha2024,"1. Klo tata ruang susah bang, di jabodetabek aja yg peraturannya ketat banyak rumah pinggir kali, apalagi sumatra, kalimantan, sulawesi yg sbagian besar bukan kota besar arau cenderung desa .. 
2. trus klo urusan deforestrisasi dan ilegal logging, yah itu mah sumber kekayaan pejabat2 , artinya mreka naik nyalon dr uang2 kayu dan tambang, mungkin ga mreka mw stop income meka ???
3. Cuma Allah yg bisa bolak balikin Hati manusia, buat ngebenerin Indonesia solusinya cuma satu, pemimpin yg punya Hati bersih dan tulus krn Allah ..",0,2 bulan yang lalu,1
@SaddamNasution-xn6lb,Ntah mksd pemimpin ini,0,2 bulan yang lalu,1
@maihasubando,"""Jangan takut deforestation"" 
""Tanamlah kelapa sawit, sama-sama pohon, ada daunnya""",0,2 bulan yang lalu,1
@wihaww,"pertanyaannya BMKG kerjaannya ngapain, harus nya bisa evakuasi...

semoga hal ini jadi pembelajaran",0,2 bulan yang lalu,1
@purpurblock7770,"Orang kompeten walau menerima beberapa amplop sekalipun, pasti memikirkan konsekuensi jangka panjangnya.
Dan bisa saja masih terus terus tawar menawar supaya konsekuensi dari kerusakan jangka panjang bisa di atasi.
Tapi orang Inkompeten, di kasih amplop sekali saja, langsung setuju dan menyerahkan tanggung jawab sepenuhnya ke pihak yang ngasih amplop, tanpa memikirkkan konsekuensi jangka panjangnya.

Orang kompeten cenderung memikirkan resiko yang akan dia hadapi setelah menerima amplop, makannya kan minimal kompeten.",0,2 bulan yang lalu,1
@jameslovelsirait3258,Pak Prabowo tidak pernah ke Sumatra...,0,2 bulan yang lalu,0
@majinboo6377,"temperatur udara juga turun signifikan, biasa malam hari di ruangan tertutup dan lembab tanpa ac itu panas dan pengap kali tp kemarin 2 hari terjadi itu dingin, terutama hari pertamanya dingin luar biasa.
setelah di cek, emang benar, tropical cyclone itu bisa menyebabkan penurunan temperatur secara drastis.",0,2 bulan yang lalu,2
@ranggisaid1364,Mas data nya 800 mm selama kurun waktu empat hari bukan perhari 3:54,0,2 bulan yang lalu (diedit),1
@hendrawan1187,"Hancur hati saya mendengar pernyataan mentri kehutanan, indonesia akan terus bodoh jikalaw para pejabatnya seperti ini",0,2 bulan yang lalu,0
@zhfishingofficial02,"Merinding yaallah melihat bencana alam 3 provinsi ini
Lekas sembuh aceh,Sumut, Sumbar 🤲🤲🤲",4,2 bulan yang lalu,1
@anakkampung7552,Bahas kopdes merah putih bang,0,2 bulan yang lalu,1
@sonstislamwatergold9483,Sebenernya itu Skala Provinsi dan Gubernur harus bisa menampung dan menangani. Namun kadang ada kendala akses dan keterbatasan Penanganan begitu juga sekarang era Digital jadi cepet viral dan Masyarakat kepengin langsung Pusat yang menangani Secara Cepat. Terlepas dari Skala Nasional atau engga tetap Pusat harus bertanggung jawab karena secara tidak langsung ada Proyek pemerintah pusat yang memperparah Bencana contoh Penambangan dan Pembabatan Hutan. Alhamdulillah pemerintah Pusat sudah hadir dengan hadirnya pesawat Airbus dan beberapa Heli pusat sudah terjun langsung... Saya melihat dari sisi Objektifitas tanpa ada rasa2 Politik😊😊😊,0,2 bulan yang lalu,0
@BLAZE.animation-aa,8:26 ya gw setuju sebagai orang Sumatra 😥,0,2 bulan yang lalu,2
@JDtrain1,"Gempa dan tsunami palu kemarin dikorupsi PKS sampai tidak terekspos. 
Para korban jiwa hanya dapat santunan nasi rendang. 
Kita pantau progres penyelamatan dan saluran donasi gaes.",1,2 bulan yang lalu,0
@lockysigarlaki163,"teori konspirasi, mungkin pemerintah pusat belum mau mengangkat status bencana karena mereka tau kalo apbd di daerah terdampak masih sangat cukup untuk bencana ini, terlebih lagi karena pak purbaya sebelumnya menemukan apbd yang nganggur di beberapa daerah",0,2 bulan yang lalu,1
@suadraindra9136,Polisi hutan kemana ya ?,0,2 bulan yang lalu,1
@rahmarizqi2037,Otw terjadi di Papua,0,2 bulan yang lalu,1
@mansyahsician,Turut berduka cinta untuk para korban😢😢,0,2 bulan yang lalu,0
@AngGI-s8n,"Jika ditetapkn sbg bencana darurat para tikus berdasi mulai buat planning, karena dananyaksn gede",0,2 bulan yang lalu,1
@damardwd4388,Ini nih yang katanya mau diganti sawitt?,0,2 bulan yang lalu,1
@aslanl.b3318,"topik lingkungan ini tanya sepotong kermis diatas meja,,,, rezim yg lewat sdh lewat hasilnya kita nikmati sekarang dimana mana, yang mana musim ber ber sdhmulai nampak hasilnya.",0,2 bulan yang lalu,0
@Stifen_Jr,bang saya dampak ke banjiran di medan masuk ke rumah ngeri kali hujan semoga jangan sampai hujan lagi sudah cukup 😔,0,2 bulan yang lalu,0
@JapadFamily,Mungkin udah saat nya sumatera menjadi negara karena pulau ini lebih strategis untuk hubungan internasional.,0,2 bulan yang lalu,1
@falknas16,"Jangan menunduk, Tn. Presiden!",0,2 bulan yang lalu,1
@fiques256,"sadarlah para peminpin, di saat kalian bagi2 kue & melindungi kue2 kalian dari jeratan hukum dan Pemerintahnya tembang pilih sesungguhnya atas perbuatan kalian Allah memberi kesubukan yg sangat dahsyat sampai menguras pikiran dan harta yg lainnya... apakah dgn adanya kejadian ini kalian masih tetap mau main main terhadap rakyatmu sendiri ?, yg 10 tahun ini Rakyat berbagai penderitaan, dari mulai kelaparan, Pengangguran, hilangnya supremasi hukum, perampasan tanah, harta benda, kehilangan hak hidupnya, kehilangan keadilan sampai menjadi korban politik penguasa.",0,2 bulan yang lalu,0
@lockysigarlaki163,"dan juga katanya kalo nanti jadi status bencana nasional, nanti akan menambah beban fiskal?",0,2 bulan yang lalu,1
@Freddyshan,Up,0,2 bulan yang lalu,1
@akanggaming6616,"Lekas pulih negeriku ❤
Lekas mati pejabat kotor ku ❤",0,2 bulan yang lalu,1
@irwanbukhorimuslim4448,"Hebatnya banjir jaman sekarang.
Bisa menumbangkan pohon pohon, sekaligus mengubahnya jadi kayu gelondongan yang sudah diserut dan dipotong rapi serta siap diolah.",0,2 bulan yang lalu,2
@rafihamdallah907,"Ibaratnya gini, satu daerah yg terdampak yg harus nanggung se-Indonesia. Begitu kah?",0,2 bulan yang lalu,1
@kingryochannel,"Coba kalo pulau jawa yg kena musibah, beda lg cerita nya. Pulau Sumatera dan pulau2 lain hanya lah anak tiri dr ibu pertiwi ini, miris!!!",0,2 bulan yang lalu,1
@BukhoriMuslim1453,"status bencana nasional? saya berharapnya malah kejahatan nasional, lebih pantas. pengrusak hutan harus bertanggung jawab atas seluruh kerusakan yg ditimbulkan.",0,2 bulan yang lalu,0
@sideman-y9w,"Lagi2 yang kena prabowo, padahal harusnya pemerintah daerahnya dulu, ini semacam cuci tangan pejabat daerah, contoh nyatanya papua, dimana yang korupsi itu pejabat daerahnya, tapi orang2 situ ya kenapa milih orang tersebut.",0,2 bulan yang lalu (diedit),1
@VinVina-l3b,"di ulur ulur status bencana nasionalnya, kek cek ombak,.. padahal status udah jelas, 3 provinsi lho yang kena bencana, korban jiwa bertambah terus.. . apa karena pengusaha kayu gelondongan?",0,2 bulan yang lalu,0
@sideman-y9w,Pejabatnya ilang 3 hari hahaha,0,2 bulan yang lalu,1
@AdiSetiawan-tm3ij,"Yg punya perusahaan tambang, sawit yg bikin hutan hancur itu rata-rata bukan asli daerah tsb.. yg ngerasakan kerusakan malah penduduk aslinya.. biadab emang..😢",0,2 bulan yang lalu,0
@sulendrisaputra5258,"Bang irwandi yg saya cintai dan hormati 🙏., pokoe apapun masalae.. Ojo lali sambat hidup jokowi",0,2 bulan yang lalu,0
@nandahadi7573,Muak kali sama pemeritah di indonesia,0,2 bulan yang lalu,1
@HarsyillaAyrani,"RATA RATA BENCANA ALAM BANYAK NYA AKHIR TAHUN YA,,KENAPA ADA APA YA!! YG JELAS SUATU PERINGATAN!!!",0,2 bulan yang lalu,1
@zairulAkmal-b4d,Ujan  nya  2 minggu  bg..tampa henti😢 siang malam tiap jam tiap  waktu  hujan nya  deras,0,2 bulan yang lalu,1
@faizinofficial97,alam langgeng damai tentram paraning dumadi Rahayu,0,2 bulan yang lalu,1
@fathurfathur9532,Di kampung aku aja Rakyatnya pada nebang hutang buat di jadikan ladang pertanian dan polisi hutan nya sudah tidak galsk seperti jaman suharto. Dulu di takuti. Kalo sekarang ternyata bisa di suap katanya. Jadi nebang hutan jati banyak yang berani. Padahal kalo jaman dulu di tangkap polisi hutan,0,2 bulan yang lalu,1
@vivisumerta2861,jadi anak tiri ... jiwa orang masak disamakan dengen budget biaya,0,2 bulan yang lalu (diedit),1
@jefrianrahmadputra9610,betul,0,2 bulan yang lalu,1
@pppphkm8943,udah nyersh anjiir keluar aja kita dari klan indo,0,2 bulan yang lalu,1
@diarysasaa,"yang paling aku pikirkan sekarang gimana ya cara mereka nyari makan? gimana ya cara mereka untuk bertahan hidup di kondisi seperti itu? bener' ga kebayang se campur aduk apa perasaan mereka sekarang, semoga segera membaik.. 😢",0,2 bulan yang lalu,2
@sideman-y9w,"Kasus kemarin itu DPRD daerah sama sekali ngga kena revisi, yang kena cuman DPR pusat, padahal masalah sebenernya justru di daerahnya. Kalo sistem mainnya ganti kepala sepertinya semua pejabat pengin jadi kepala, mending ngelaporin atau ngungkap kroco2nya tapi masif gitu, contoh gampang itu aduan masyarakatnya si tretan,",0,2 bulan yang lalu,0
@sideman-y9w,"Hal tersebut juga yang sangat saya takutkan, karena anda punya masa banyak, dan opini anda bisa saja di anggap aturan yang harus di lakukan",0,2 bulan yang lalu,1
@sideman-y9w,"buat pulau sumatra semoga lekas membaik, jadilah lebih baik, satu unek2 saya, ""jangan merasa istimewa, atau terlalu berjasa"" secara ngga langsung anda melabelin orang2, kita semua sama",0,2 bulan yang lalu,2
@Kantong_Musik,"susah bang, pemerintahnya sudah budeg, Buta dan ODGJ, SEMUA PEMERINTAH ITU",0,2 bulan yang lalu,0
@elsam2301,"Skala kerusakan dan dampaknya memang besar tapi pemerintahan sedang sibuk melindungi orang penting. Bukan kajian ilmiah jadi 12:34 acuan kebijakan di negara omon omon.
Visi misi kampanye hanya pelengkap, bukan sesuatu yg harus dicapai......",0,2 bulan yang lalu,0
@sipalinghebat,"warga sumatera utara sakit hati gak ya, kan mereka mayoritas pemilih prabowo waktu pemilu",0,2 bulan yang lalu,1
@terajanakw,Andaikan itu didaerah pulau Jawa sepertinya akan beda cerita statusnya. Daerah lain yang penting hasilnya,0,2 bulan yang lalu,1
@ghabrielaudy6287,Bang Sumatra bukan trisolasi Indonesia ini kan luas bang mana bisa membangunya seperti Singapur yg hanya seluas pulau Madura...  Presiden sekarang memperbaikinya bang  jadi mohonlah jangan anda samakan dg Jawa.   Seandainya pusat perekonomian ada di Aceh mungkin Jawa tak ada apa apanya  mungkin Abang gak pernah berfikir Jawa atau ibukota jakarta yg gedung gedungnya menjulang tinggi tinggi n infrastruktur yg bagus bagus ibu hampir 80 tahun yg akan seperti itu bayangkan jika 1 provinsi saja ingin seperti jakarta maka kita butuh brapa tahun lagi bang pemerintah gak mungkin ngerjakan sekilas itu bang. Yg penting Kita tetap menjaga kedaulatan negara Aceh juga derita kita dari Jawa,0,2 bulan yang lalu,2
@iwantoptenan,"Ekosistem hutan dihancurkan lebih dari 70 tahun tanpa ada usaha untuk mengembalikan ekosistem hutan didalamnya, hutan digantikan dengan perkebunan kelapa sawit dan eksplorasi pertambangan, mengerikan dahsyatnya bencana akibat semua itu, banjir, rusaknya infrastruktur, rusaknya habitat hewan, tumbuhan hutan dll, hanya karena keserakahan korporasi juga pengusaha pengusaha yg mementingkan diri sendiri dan kroninya tanpa melihat dampaknya untuk untuk masa yang akan datang 😢",0,2 bulan yang lalu,0
@Ouka桜夏,Udh ganti jadi Negara Federasi aja kalo pemerintah pusat cuma peduli sama Jawa doang 🥀,0,2 bulan yang lalu,2
@OmdiArt,Usut ULIL juga bang,0,2 bulan yang lalu,1
@haribersamanya4707,"2 suku perantau terbesar dan 2 suku penghasil akademis tertinggi di indonesia yaitu batak dan minang sama2 terluka tanah kelahirannya, saya harap tidak ada lagi korban jiwa dan semuanya yang terdampak bisa segera pulih, aamiin.",59,2 bulan yang lalu,0
@fachrygaming4920,"saya orang medan bang sekarang dimedan walaupun pasca banjir semuanya masih langka contohnya gas dan bbm,banyak korban yang belom di angkat 

tolong siapapun dan dimanapun tetep doain kami kami juga bagian dari Indonesia",1,2 bulan yang lalu (diedit),0
@dionsinaga9227,hari ini di kota saya sudah mengalami kelangkaan bbm,0,2 bulan yang lalu,1
@roroanggryardany9458,"Apakah pada awal ada penebangan pohon kok ga d viralkan yah?
Apa mereka d bungkam atau bagaimana?
Kasihan rakyat yg jadi korban. Semoga mereka segera dapat bantuan..aamiin",0,2 bulan yang lalu,0
@ghary_rivaldo,Ya Tuhan tolong Indonesiaku 😭😭😭,1,2 bulan yang lalu,1
@AsepBandung-b3k,"Jokowi presiden terbaik di dunia, pak wowo mundur biar mas gibran yg mengatur negara ini, di jamin indonesia akan makmur sejahtera sampai kiamat",0,2 bulan yang lalu,2
@Claire-m6l7d,Pak Luhut apa kabar Pak Luhut?,0,2 bulan yang lalu,1
@snackgila,"Bantuan ke Palestina cepet amat....👍 Tapi ketika bantuan ke Sumatera tersendat yang di salahin Pemda setempat. Pemda juga alamin bencana alam, sedangkan ente sedang sibuk terima tamu luar negeri",0,2 bulan yang lalu (diedit),1
@und3906,KORBAN NYATA KEPENTINGAN POLITIK,0,2 bulan yang lalu,0
@snackgila,Jaman pak SBY bencananya lebih parah tapi cepat penanganan nya. Ini si gemoy? Udah jelas dia fokus naeken status mertuanya dari kubur jadi pahlawan nasional 😡,0,2 bulan yang lalu,1
@Aggzx12,Setau saya bencana nasional itu cuma 2 kali selama ini pertama tsunami 2004 dan covid 19,0,2 bulan yang lalu,1
@mayyapurnomo1995,"Kata kakek buyut saya,seblum Sumatra, Kalimantan dan Papua di hancurkan sekarang...
Pulau Jawa yg di hancurkan Terlebih dahulu oleh kerakusan pemerintah..
Dlu Jawa sama kaya pulau kalian rimbun dan asri sejuk,sekarang panas beton aspal dan gedung² tinggi berdiri di kuasai oleh oligarki...
Sama rasa beda cerita,cepat pulih Pulau Sumatra..
Jangan ada iri dengki dan membedakan di kemudian hari,kita bukan Jawa Sumatera Kalimantan dan Papua,Tpi kita Indonesia..",0,2 bulan yang lalu,1
@unclekumars8246,"Tetap aja banyak jawa sama sunda bang, mereka mayoritas",2,2 bulan yang lalu (diedit),1
@oybangsat4368,Itu berkhayal,1,2 bulan yang lalu,1
@yudiwijaya7174,ach anda pny data n skola dr mana brow yg sdh jelas suku jawa n sunda lah yg btlnya belajar lg ente ya sblm koment ntar di ketawain anak sd lg,1,2 bulan yang lalu,1
@haribersamanya4707,"​ @yudiwijaya7174 lu tinggal googling aja abis tu baca, lengkap itu data berasal dari mana, hanya karna lu nggak tau bukan berarti gw salah!!!",0,2 bulan yang lalu,0
@titisanwali8586,Masih 15%nya suku jawa,0,2 bulan yang lalu,1
@kukuhsucianto9961,"Akademis tapi di daerahnya sendiri tidak mau kritis..dengan lingkungannya ...pembiaran penebangan pohon 
.miris...semoga segera pulih",1,2 bulan yang lalu (diedit),0
@asepagis8246,Ulah wiwi diteruskan dan dibiarkan era wowo.,0,2 bulan yang lalu,1
@Intelbnn,WOK WOK WOK Masih AJA dipercaya....😅😅😅 Berita JELEK indo ditutup2in biar citra WOK WOK ga JELEK...😅,1,2 bulan yang lalu,1
@dick6666,"sehat terus bang fery,, kebenaran akan menemukan jalannya ❤️",0,2 bulan yang lalu,1
@faaqihsiregar2806,"Aidit 🗣️ : Djawa adalah koenci. 

Dan secara tdk lgsg, hal itu mmg bener adanya. Sedih bet emg tinggal di luar pulau jawa. Walaupun kota ku Siantar Alhamdulillah nya gk kena bencana, hnya curah hujan yg jd tinggi. Tp dampak nya itu nyata bgt, bbm sulit, bnyk spbu yg kosong stok bbm nya, ketika bbm nya pun ada, antrian nya sampe pnjg bgt hingga ke badan jalan yg mengakibatkan kemacetan parah. Bahan pokok pun udah mulai naik semua hrga nya. Lekas pulih Sumut ku 😢",0,2 bulan yang lalu (diedit),0
@Garudaxxx-1,Lagi nunggu berita pesawat drop bantuan kaya di palestina. dari kemarin hanya dengar berita bantuan terkendala daerah terisolasi😂,1,2 bulan yang lalu,2
@afifudin3376,Kemenhut guoblok,0,2 bulan yang lalu,1
@AdilTanjung,Kok diiklanin bg,0,2 bulan yang lalu,1
@AdilTanjung,Kok diiklanin bg,0,2 bulan yang lalu,1
@liemseng6561,"Seharusnya di tangani daerah saja sdh cukup, toh bencana itu sdh kehendak tuhan jgn salahkan kerusakan hutan,pembalakan dll.yg penting semuanya fokus mengurusi korban .",0,2 bulan yang lalu,0
@irfanachmad7436,😢😢,0,2 bulan yang lalu,1
@kimoyfamilychannel,SUMATERA JUGA BAGIAN DARI INDONESIA #savesumatera #prayforsumatera😢,1,2 bulan yang lalu,1
@iboyajis,Gemoy ga liat medsos bang!,0,2 bulan yang lalu,1
@imamariefakbar1486,🤲pray For Korban musibah banjir 😢,0,2 bulan yang lalu,0
@ironeid3993,Cara hutan memberikan peringatan kepada pemerintah,0,2 bulan yang lalu,1
@indahkusuma2,"Gayo Lues terisolir bang tolong akses terputus bahan mkn tidak ada,",0,2 bulan yang lalu,0
@Opetsaber-v5q,Kalau di luar jawa memang kurang perhatian pemerintah,0,2 bulan yang lalu,1
@riskioktavianto1350,"Stetmen mas Fery , bencana harus ditetapkan secara nasional saya sangat setuju mengingat maraknya tambang ilegal dan ilegal logging sangat berdampak pada alam. Jangankan soal tambang ilegal, tambang yang legal pun secara tidak langsung menyebabkan eksploitasi alam secara signifikan dan ini terus berangsur selagi Indonesia masih bergantung pada SDA non hayati",0,2 bulan yang lalu,1
@riamaturnip1400,"Saya jadi pikiran jelek banget krn tindakan pemerintah yg lelet... Seolah ""genosida mode baru"". Sedihhh. Memang Presiden skrg masih baru tapi menurutku kalau beliau tanggap dijadikan status bencana Nasional penanganan bisa lebih cepat.",0,2 bulan yang lalu,0
@ironeid3993,Mari kita bergerak jika ada yg menyalahgunakan jabatannya.. Mending rakyt yg turun tangan.. Karna pemerintah maunya uang aja..,0,2 bulan yang lalu,1
@bangjack08,"ya klau pemerintah gk bisa tegas, bagus sumatra jd negara sendiri sih, dari segala aspek sdh mendukung untuk jd negara baru",0,2 bulan yang lalu,2
@snackgila,Buzzernya bertaburan. Semoga buzzernya keneraka  mendadak secepatnya,0,2 bulan yang lalu (diedit),1
@broady2619,"Minimal ikut turun ke lapangan dulu lah bang, atw buka donasi.",0,2 bulan yang lalu,2
@AsepTasik-k6y,Sayangnya gubernurnya Boboy,0,2 bulan yang lalu,1
@BestInfo-uw9kr,Hasil tambang yg didapat tidak sebanding dg kerusakan alam dan kerugian masyarakat sekitarnya,0,2 bulan yang lalu,0
@mhsidealis1248,"banyak terjadi bencana karena ulah manusia, tapi tak satupun yang kena hukuman penjara.",0,2 bulan yang lalu,1
@galihnugros,"Padahal hari hari RI 1 tinggal di Babakan Madang, Kab Bogor, perbukitan, kawasan hijau. Tapi soal begini kaga peka. 😌",0,2 bulan yang lalu,1
@alsabr,"Daripada membantu rakyat, pemerintah malah mengerahkan buzzer.😢",0,2 bulan yang lalu,2
@alfanimammaruf4591,Penjarahan di supermarket kok tidak dibahas bang !!!,0,2 bulan yang lalu,0
@BondanPrat,Terlalu lambat negara ini,0,2 bulan yang lalu,0
@dwiriani2246,DPR mana nih suaranya? Se7 seharusnya sdh jadi bencana nasional. Semoga Alloh memulihkan keadaannya. Aamiin,0,2 bulan yang lalu,1
@necomencer,zulkifli sama si sumbing itu harus dihukum berat,0,2 bulan yang lalu,1
@maishanoviahabibah9323,Padahal aku subscribe bg fery tapi kok gak pernah lihat di beranda ya padahal sering nonton,0,2 bulan yang lalu,1
@kresnayusuf6624,Ga bisa gitu dong pak.. ntar joko dan kroninya ikut keseret malah ribett 🗿,0,2 bulan yang lalu,1
@kidsbadboy692,"sepertinya tuhan lagi ga suka pemerintah indonesia, kayanya AIB pemerintahan lagi di buka satu persatu ama tuhan,",0,2 bulan yang lalu,1
