author,text,likes,time
@januriwawan4155,"Kenapa negri ku ini?siapa yg harus kita salah kan,knp rakyat selalu kena dampak nya,negri kaya tapi rakyat nya tidak hidup makmur,negri apa ini...",0,2 bulan yang lalu
@aninditarachmawati1707,"semoga lekas relief Indonesiaku, next wajib sebelum pilih gurbenur dan dprd yg bener, harus istikharah.. 😢",0,2 bulan yang lalu
@etle7,Sakit hati ini melihat saudara sebangsa setanah air menderita karena elit politik yang rakus,0,2 bulan yang lalu
@MaulanazaenuriIkhsan-j2w,Lu ga paham orde lama + orde baru,0,2 bulan yang lalu
@MaulanazaenuriIkhsan-j2w,Ga mungkin bodo,0,2 bulan yang lalu
@gajalirahmanse6968,SYETAN BERWUJUD MANUSIA...Siapa cepat dia dapat,0,1 bulan yang lalu
@newtonisaac269,"SUMATERA merdeka aja deh, pejabat di Jawa serakah yg bikin sumatera sengsara",1,2 bulan yang lalu (diedit)
@bayupratama3429,"Lakuin Apa bang? 
Kan dia yg Punya Lahan Konsesi Paling Besar di Bumi Andalas",0,2 bulan yang lalu
@Cutkiabelgia,"Aceh tamiang parah pisan.,
Sampek ancur lebur porak poranda.,ga tega liat ny.,
Apa lg d kota lintang kuala simpang.,😭😭😭.,
Bahkan adek ku kehilangan tempat tinggal ny.,dan ilang kontak .,alhamdulillah adek ku dlm keadaan selamat.,dan skrg ngungsi.,
Bbm seliter setengah 100rb🥹",0,2 bulan yang lalu
@Memory.H.Inside,10 thn menjabat efek nya besar banget bagi negara....suarakan apa yang harus disuarakan....,0,2 bulan yang lalu
@Chesta_JR,Assalamualaikum bang. Salam kenal dr mantan satu atap,0,2 bulan yang lalu
@HarySi,Yang tidur di masjid di gebukin itu orang mana ya?,0,2 bulan yang lalu
@b-jerdianvierianozidan4449,"Tiap tahun bencana ini terjadi.Kyk kita nunggu giliran aja ,nunggu giliran jadi korbannya. Tiap musim hujann pasti ada korban gara-gara bencana ini!.",0,2 bulan yang lalu
@garohrisma6878,Kalimantan harus berhati2. Hutan jg sdh banyak gundul.,0,2 bulan yang lalu
@MuhammadIlman-i4q,Apa jadinya jika presiden kalian adalah pilihan para mafia.........?????,0,2 bulan yang lalu
@garohrisma6878,Pemerintah omon2.,0,2 bulan yang lalu
@pahlawanyoutube1169,"Ya allah ya Rasulullah tolong laknat dan azab lah pejabat yang menipu dan merugikan rakyat Indonesia

Aamiin ya allah Rosulullah",0,2 bulan yang lalu
@MbahRojali,Termul gk mungkin setuju kalo dijadikan bencana nasional. Takut ada inspeksi terkait ilegal loging dari negara luar yg tentunya pasti akan merusak citra pemerintah. HIDUP TERMUL...!!!,0,2 bulan yang lalu
@ardiartanto9193,Sumatera hancur karena pemerintahan korup. Saatnya Revolusi Mental menjadi Revolusi Aksi !,0,2 bulan yang lalu
@PatilaSam,Mungkin ini gara gara sirait mau menyumbang donasi ke arab palistina maka terjadilah bencana ini.,0,2 bulan yang lalu
@andiiswahyudi3694,"Yg ada di BENAK PEJABAT2 INDO ITU PROYEK PROYEK PROYEK. Ga akan da, pemerintah naikin status bencana dah telattt dan mereka juga takut kena sanksi internasional 😂 krn sudah melanggar cop21 paris dan cop2 berikutnya.",0,2 bulan yang lalu
@BangThano,"Presiden kita gila TNI bang ferry sekarang aja peraturan nya lumayan dipermudah dulu jaman om ku aja masuk susah. sekarang selagi mau ,masuk 😂",0,2 bulan yang lalu
@gadoinmiank8084,"Sepertinya informasi2 dan kejadian2 ini tdk sampai ke presiden, hanya berhenti di satu org saja, sehingga tdk terlihat keinginan dr presiden  utk melakukan tindakan cepat utk membantu korban bencana aceh",0,2 bulan yang lalu
@NuataYauam,lekas pulih saudaraku,0,2 bulan yang lalu
@纪律与奉献,Pemerintah Takut Minyak Sawit akan di Blokir di sangksi oleh EROPA paling minyak sawit akan dilarang export ke Eropa,0,2 bulan yang lalu
@gardasitompul6596,"Pak terimakasih atas bantuan yg telah di berikan,saya anak tapteng tau bagaimana rasanya pemerintahan ini",0,2 bulan yang lalu
@RafhaHanif,Sibolga kalo ga salah,0,2 bulan yang lalu
@HarySi,​ @RafhaHanif  itu yg terdampak banjir gak,0,2 bulan yang lalu
@RafhaHanif,Hah?,0,2 bulan yang lalu
@garenk3275,Terus kemana isriwil pas batak kena bencana?😂,0,1 bulan yang lalu
@marliasuripno1442,Pejabat lebih takut diaudit bang karena mereka juga ada kepentingan dan ikut andil disitu. Nyawa rakyat gak ada harganya,0,2 bulan yang lalu
@hertianjepang1958,apa kalian masih tetap diam??? alam pun sudah bertindak mengawali. tau kan siapa dan perusahaan apa yang harus bertanggung jawab atas kebanjiran ini. bahkan pemilik perusahaan tidak merasa bersalah ketika diwawancarai harrizon ford. ingat!!! bencana ini suatu saat tidak hanya terjadi di Sumatera dan Aceh doank melainkan akan terjadi dibeberapa provinsi yang dirusak lingkungannya terutama yang dirusak hutannya....,0,2 bulan yang lalu
@ridwanpetter2523,Indonesia minta cerai dengan Aceh,0,2 bulan yang lalu
@niewanahijan8003,RI = KORUPSI,0,2 bulan yang lalu
@niewanahijan8003,Menteri IQ 78🤣🤣🤣,0,2 bulan yang lalu
@vanilla__135,Dulu hujan sehari nonstop aja udh bikin air Progo naik hampir Deket ke permukaan jembatan,0,2 bulan yang lalu
@alfithisnain9728,9:22,0,2 bulan yang lalu
@LahrukuGameiN,Keliatan panik dan takutnya presiden saat ini...,0,2 bulan yang lalu
@kandarputra9196,"Gw mulai udah gak respect aman lu bg, gw ngerti lu lahir di sana . Tapi ya jangan egois. Sorry mas gw gak ikutin Chanel lu lagi gw unsubs. Tq mas",1,2 bulan yang lalu
@RudymangkuloKulo,"Bukan begitu serakahnya manusia bang,tapi begitu serakahnya swasta dan oknum pejabat di Konoha ini bang Ferry..",0,2 bulan yang lalu
@UstadzMuhammadRuman,"اَللَّٰہُمَّ صَلِّ عَلَیٰ سَیِّدِنَا مُحَمَّدِِ وَعَلَى آلِ سَيدِنَا مُحَمَّدٍ*
بِسْـــمِ ﷲ الرَّحْمَنِ الرحِيم

Kerusakan alam sebab siapa? 
Apakah disebabkan Hujan yang sangat deras? sehingga terjadi Banjir dan tanah longsor? 
Baik Mari kita Kaji pelan pelan tulisan saya dibawah ini dengan iman . 

Allah subhanahu wata'ala berfirman didalam surah Az-Zukhruf ayat 11

وَٱلَّذِى نَزَّلَ مِنَ ٱلسَّمَآءِ مَآءًۢ بِقَدَرٍ فَأَنشَرْنَا بِهِۦ بَلْدَةً مَّيْتًا ۚ كَذَٰلِكَ تُخْرَجُونَ ﴿١١﴾

""(Dan Yang menurunkan air dari langit menurut kadar) yang diperlukan oleh kalian, dan Dia tidak menurunkannya dalam bentuk hujan yang sangat besar yang disertai dengan angin topan (lalu Kami hidupkan dengan air itu negeri yang mati, seperti itulah) sebagaimana cara menghidupkan itulah (kalian akan dikeluarkan) dari dalam kubur kalian lalu kalian menjadi hidup kembali.""

(Q.S.43:11)

Baik kita Bahas pelan-pelan menurut pendapat Ulama Tafsir mulai dari Tafsir Jalaalain, tafsir Al Qurthubi, Tafsir Al Baghowi dan ulama tafsir lainnya Makna ayat dibawah ini
وَٱلَّذِى نَزَّلَ مِنَ ٱلسَّمَآءِ مَآءًۢ بِقَدَرٍ

""(Dan Yang menurunkan air dari langit menurut kadar) yang diperlukan oleh kalian, dan Dia tidak menurunkannya dalam bentuk hujan yang sangat besar yang disertai dengan angin topan.
Artinya hujan yang Allah Azza Wajalla turunkan sesuai kadarnya sudah presisi tidak berlebihan juga tidak kurang sehingga hujan bukanlah penyebab musibah Banjir dan tanah longsor.

فَأَنشَرْنَا بِهِۦ بَلْدَةً مَّيْتًا
(lalu Kami hidupkan dengan air itu negeri yang mati) artinya dengan hujan yg turun dapat menumbuhkan tumbuh tumbuhan sehingga Subur Makmur Manusia dan Binatang dapat memakan dari hasil bumi seperti tumbuh tumbahan, buah buahan, sayur sayuran dan lain sebagainya, Manusia juga dapat memakan hewan ,binatang yg tumbuh sehat setelah memakan hasil bumi yg subur. 

maka dari itu dari penjelasan diatas dapat disimpulkan Hujan bukan pembawa petaka musibah seprti banjir tanah longsor. melainkan hujan sebagai pembawa Rahmat dan keberkahan bagi seluruh makhluk hidup di bumi

Lantas siapakah penyebab Banjir dan tanah longsor? 
Penyebabnya yaitu orang-orang zholim perusak hutan mereka menebang pohon pohon tanpa hati nurani, Padahal pohon-pohon tersebut sebagai penahan erosi dan tanah longsor.

Allah Subhanahu wata'ala berfirman dalam surah Ar-Rum ayat 41 
ظَهَرَ ٱلْفَسَادُ فِى ٱلْبَرِّ وَٱلْبَحْرِ بِمَا كَسَبَتْ أَيْدِى ٱلنَّاسِ لِيُذِيقَهُم بَعْضَ ٱلَّذِى عَمِلُوا۟ لَعَلَّهُمْ يَرْجِعُونَ ﴿٤١﴾

""(Telah tampak kerusakan di darat)  (dan di laut)  (disebabkan perbuatan tangan manusia) berupa perbuatan-perbuatan maksiat (supaya Allah merasakan kepada mereka)  artinya supaya Kami merasakan kepada mereka (sebagian dari akibat perbuatan mereka) sebagai hukumannya (agar mereka kembali) supaya mereka bertobat dari perbuatan-perbuatan maksiat.""
(Q.S.30:41)

Ayat-ayat Al-Qur'an tentang kerusakan alam, jika melihat penafsiran ulama klasik lebih diarahkan pada kerusakan moral dan berbuat maksiat. Karena memang di masa itu belum ada alat untuk mengeksploitasi alam secara berlebihan. Namun, begitu sekarang terlihat jelas kerusakan secara lahiriyah, para ulama Tafsir pun mengarahkan ke makna Zahir.

Siapakah yang terdampak sebab kerusakan hutan ? Apakah hanya orang-orang zalim yang merusak hutan? Bukan. Mereka boleh saja aman-aman saja di ibu kota diluar negeri. Tapi orang-orang yang tak bersalah pun terkena dampaknya. Benar firman Allah: 

وَاتَّقُوا فِتْنَةً لَّا تُصِيبَنَّ الَّذِينَ ظَلَمُوا مِنكُمْ خَاصَّةً ۖ وَاعْلَمُوا أَنَّ اللَّهَ شَدِيدُ الْعِقَابِ﴾ ﻋﻦ اﻟﺤﺴﻦ ﺭﺿﻲ اﻟﻠﻪ ﻋﻨﻪ ﻓﻲ ﻗﻮﻟﻪ تعالى فتنة ﻗﺎﻝ: اﻟﺒﻼء

""Dan jagalah dirimu dari petaka (musibah) yang tidak khusus menimpa orang-orang yang zalim saja di antara kamu. Dan ketahuilah bahwa Allah amat keras siksaan-Nya."" [Anfal: 25] Fitnah disini diartikan oleh Sayyidina hasan Rodhiyallahu 'anhu yaitu BALA.
Wallahu A'lam 
✍️AlFaqir ilallah akhukum Fillah Muhammad Roman",2,2 bulan yang lalu
@ekonofiatno562,Pemerintahh emang anjing ngga ada otakk,0,2 bulan yang lalu
@RobiAnsyah-mp9hb,intinya lu masuk politik dan lu maju bang... biar dampaknya lebih besar lagi untuk perubahan indonesia,0,2 bulan yang lalu
@TeukuAndra-e3o,"Ayolah buka mata .. mau sampai gimana lagi biar kita bisa memikirkan untuk kepentingan bersama. Pilihlah pemimpin yg benar2 memikirkan, dan berdedikasi untuk kepentingan bersama. Buka mata guys.. ayo nanti awali dgn tolak money politics. Demi perubahan. Demi generasi yg akan datang.",0,2 bulan yang lalu
@TeguhAri-r8m,"Jadikan musibah ini untuk muhasabah diri kita...

Dengan musibah ini ,kita bisa melihat , bagaimana sikap pemegang kuasa republik ini dalam menyikapi nasib rakyat yang terkena musibah ...

Ya semoga semua lekas membaik..
Untuk saudara saudara ku...",0,2 bulan yang lalu
@trytostilldrawing5791,"bang, lu ga masuk politik aja?",0,2 bulan yang lalu
@fathiyaghafira,"Dengerin pak presiden, dengan amarah dan kebencian dari 3 provinsi tsb jangan harap antek2 bapak yg nyalon jadi capres di 2029 nanti kepilih. Mungkin skrg masih 3 provinsi gatau kl 4 tahun lagi gimana. Inget pak kl grassroot udah mulai benci dan gak bisa disogok duit udah gaada harapan lagi",0,2 bulan yang lalu
@ehanm5720,sekarang mungkin sumatra. bisa jadi tahun 2 kedepan daerah lain dan tdk dijadikan bencana nasional. 2 pejabat rakus cukup hancurkan n3gara yg kaya raya,0,2 bulan yang lalu
@clownhipp7066,"Maaf ya
Saya bukan dari sumatra
Tapi kalau secara logis

Lebih baik berdiri sendiri atau gabung malaysia

Semoga legislator mengerti bahwa generasi saat ini sudah pintar2",0,2 bulan yang lalu
@kodi4535,"pemerintah wajib  benahi
ini status masih belum Bencana Nasional

.provinsi tidak sanggup

pemotohan hutan ilegal, dll. tidak ada waduk dan tata ruang jalur air dan lain lain

.bencana bandang banjir sangat memukul warga sumatra. harta, pekerjaan, nyawa banyak hilang",0,2 bulan yang lalu
@RafhaHanif,Kenapa tuh bang,0,2 bulan yang lalu
@kandarputra9196,"​ @RafhaHanif  seolah olah pemerintah tidak berbuat apa-apa, jelas semua langsung bergerak khususnya TNI, air masih setinggi atap pasukan AL langsung berenang mengevakuasi. Makanya ada korban jiwa di TNI ketika ingin menarik korban bencana, longsor susulan datang menimpa 2 prajurit dan gugur.",0,1 bulan yang lalu
@HookupID-k8c,"Kenapa?, egoisnya dimana?",0,1 bulan yang lalu (diedit)
@kandarputra9196,"​ @HookupID-k8c  saya juga Sumatra, gak perlu bertanya kepada yg di lapangan",0,1 bulan yang lalu
@RafhaHanif,Emang ringan kalo cuma ngetik,0,2 bulan yang lalu
@pandamealtime,"Gk akan diangkat ke bencana nasional, karena si wowo takut keekspose kejelekannya. Karena faktanya dia salah satu penjahat utama, lahannya dia paling banyak yg deket dengan lokasi banjir aceh. Lahan hutan yg diubah kebun tanaman untuk industri punya wowo itu udh banyak pelanggaran dari tahun 90an. Skrg makin sdar knapa dlu ada GAM, mereka hanyak ingin keadilan dan merdeka karena merasa dijajah oleh indonesia",0,2 bulan yang lalu (diedit)
@m.Nabil6440,Jgn..nanti rosak citra nkri..nanti negara luar tahu sistem nkri bobrok..biar malaysia tahu sudah..,0,2 bulan yang lalu
@JhonDoe-i8q,"Solusi dari bencana adalah menanam pohon yg usianya ratusan tahun, beribadah yg baik, hidup sejahtera dan tidak mengambil hak orang lain (KKN). Mari lakukan hai Legislatif, Eksekutif, yudikatif dan semua atribut2 serta unit2 terkecil.",0,2 bulan yang lalu
@AnnisaNHDNI,"Indonesia selalu ada bencana alam berpusat setiap tahun sepatutnya kerajaan Indonesia lebih proaktif.. sebab Indonesia sudah lebih awal merdeka daripada Malaysia. Tetapi kenapa mereka tidak membuat penambahbaikan sistematik tentang AMARAN, dan juga pusat sukarelawan penyelamat untuk mangsa bencana? Di Malaysia kami ada lebih pusat pengumpulan makanan, minuman, dan bantuan pakaian, khemah, selimut.l, ini semua derma dari orang yang baik hati tanpa nama. Di pusat pengumpulan ini bertujuan ia boleh digunakan pada bila-bila masa, jika terdapat sebarang bencana di Malaysia atau di negara jiran sekitar Malaysia, yang terdapat orang Malaysia duduki. Kerajaan Malaysia akan Segara bertindak menambahbaik kaedah dan sistem keselamatan jika ramai rakyat Malaysia beri pandangan. Maknanya Kerajaan Malaysia memang mendengar pandangan yang rakyat Malaysia usulkan kepada kerajaan. Contohnya kami tidak selesa tidur sekali dengan bukan muhrim, dan rasa tiada privasi, kerajaan bertindak pantas memperbaiki tidak kira agama muslim atau tidak dapat khemah besar buat mereka sekeluarga, kalau keluarga besar dapat 2/3 khemah besar di dalam dewan. Jika barang tidak cukup mereka akan notify sama pusat pengumpulan untuk segera menghantar barang dan bekalan bantuan.",0,2 bulan yang lalu
@MenataNegeri,"Musibah di Aceh, Sumut, Sumbar, bukan hanya karena faktor internal seperti jalur Sesar Sumatera, tapi juga faktor eksternal dari manusia seperti kerusakan lingkungan. Kondisi ini juga memengaruhi stabilitas ekonomi nasional, karena bencana termasuk force majeure yang memaksa penyesuaian anggaran daerah dan kebijakan fiskal.

Namun di tengah pemotongan TKD dan fokus mobilisasi ke luar negeri, masyarakat terdampak bencana cuma berharap satu hal: prioritas dan kehadiran negara untuk mereka.",0,2 bulan yang lalu
@aspians.e5296,"daerah penghasil yang menjadi korban dari kenikmatan ibukota dan sekitarnya, harusnya pemerintah tidak membutuhkan alasan lebih lagi jika hanya untuk menetapkan status kebencanaan nasional ini. 
salam support dari daerah penghasil kutai timur yang terpinggirkan.",0,2 bulan yang lalu (diedit)
@coretandinding1464,"kelalaian yang memakan korban jiwa. Adalah pembunuhan, suka tidak suka mau tidak mau pemerintah harus bertanggung jawab. Seret adili dan penjarakan aparatur negara yang terlibat dan menjadi penyebab bencana yang membunuh secara massal. Gerak cepat atau anda jatuh",0,2 bulan yang lalu
@FelishaIndahLie,jangan masalah hutan masalah UUD tenaga kerja kaya ojol ajah ga jelas ini Lah negri konoha😂 koruptor di pilihara orang memperkaya diri sendiri 😂,0,2 bulan yang lalu
@CilokBagus,Jokowi muda 1985 sama persis fotonya kaya bang Fery Irwandi...,0,2 bulan yang lalu
@radityapamungkas339,"Terima kasih bang Ferry untuk 4 menit terakhir narasinya
deep condolence for Sumatra 🙏",0,2 bulan yang lalu
@irvannugraha1245,Pemerintah harus berani membuat statement ini bencana nasional ada ratusan korban,0,2 bulan yang lalu
@bugiumar1642,Pengusaha2 penyebab glondongan kayu dan longsor harus bertanggung jawab,0,2 bulan yang lalu
@Anane-chan,Merubah peraturan hanya berlaku untuk Gibran. Karena status Jokowi lebih urgensi dibanding masyarakat Sumatera.😢,0,2 bulan yang lalu
@muhammadrizki-rk4vc,"Jelas pemerintah nya emang gk siap sama benca nasional itu sendiri , bobrok banget pemerintah wowo ini , mereka cuman mentingin PENCITRAAN DOANG dari PRESIDEN plus ke MENTRI MENTRInya , PEMERINTAH INI CUMAN MENTINGIN PENCITRAAN DOANG KERJANYA",0,2 bulan yang lalu
@harveyjuan5040,gegara manusia serakah kebun Sawit... bnyk org yg hrus kehilangan satu sama laen hilang barang dll. bener2 ga abis pikir...,0,2 bulan yang lalu
@indimaulia7708,Pembunuhan masal,0,2 bulan yang lalu
@Chikieeeee,Ayo tebak berapa juta hektar lahan konsesi sawit milik prabowo di sumatera?😅,0,2 bulan yang lalu (diedit)
@JuliaandFamilyofficial,Udah sesak hati kami berharap bg. 🥲,0,2 bulan yang lalu
@primatajenius28,💯💯💯💯💯💯💯,0,2 bulan yang lalu
@kakarakhirup,pasti gara gara pertlite campur etanol ini,0,2 bulan yang lalu
@sahabatackerman3862,Apesi termul,0,2 bulan yang lalu
@topastopaz6105,Lu fokus ke nyawa bukannya foto dasar buzzer 😂,0,2 bulan yang lalu (diedit)
@shanov21,"DRAMA APALAGI INI SETELAH DEMO2 KALIAN GAGAL TOTAL, SEKARANG BIKIN NARASI LAGI UNTUK MEMPROVOKASI?? MENGGORENG NARASI MENGENAI STATUS BENCANA UNTUK MENDORONG GEJOLAK POLITIK SEAKAN2 PEMERINTAH TIDAK SANGGUP LAGI MENANGANI. HEY BUNG, TOLONGLAH ADA 30 RIBU TNI YANG BEKERJA ATAS NAMA PEMERINTAH, DIKERAHKAN MELAKUKAN EVAKUASI, MENYALURKAN BANTUAN BERTON TON SELAMA 24 JAM BAHKAN SAMPE KEHILANGAN NYAWA. GUBERNUR MSH HIDUP, BUPATINYA JUGA MSH HIDUP, SISTEM PEMERINTAHAN DI KOTANYA MASIH BERJALAN NORMAL. KENAPA SIH ELU BENCI BANGET SAMA TNI?? ATAU SAMA PRESIDEN PRABOWO?? 😅",0,2 bulan yang lalu (diedit)
@akhyar_azaa,Prabowo tidak menganggap rakyat  sumatera sebagai rakyatnya,0,2 bulan yang lalu
@Faiz509,"Apa yang diharapkan dari termul. 
 Hidup gorong gorong",0,2 bulan yang lalu
@chiko605,Nanti JKT dan pulau reklamasi kena banjir baru statusnya bencana nasional atau mungkin jadi status bencana internasional 😂,0,2 bulan yang lalu
@lounisdimis9,"MashyAllah SubahanAllahAstagafirullah,moga cepat membaik dan Sumatra bisa pulih secepatnya aamiin yra,sedihnya Pemerintah tidak menangapi bencana ini sebagai bencana Nasional kemana tangungjawab Pemerntah dan kebijakan untuk menangani musibah begini.moga Sumatra akan berdiri teguh mandiri tanpa Pemerintah Indonesia ❤❤❤❤❤❤❤",1,2 bulan yang lalu
@gigi-ep1sk,Pemerintah adalah ujian bagi seluruh rakyat Indonesia yg normal. Kecuali buzzer Dan 58% pendukung nya. Kalian buzzer Dan pendukung nya sama jahat nya. Kalian ikut andil mendukung kejahatan beliau beliau itu.,0,2 bulan yang lalu
@kaosbelangkuning9381,Di jadikan bencana nasional biar penjahat alam lingkungan bisa d hukum,0,2 bulan yang lalu
@ilhamprawijaya5549,"PT Toba Pulp Lestari yang disebutkan oleh anak purbaya langsung bang ,kalau merekalah penyebabnya , kalau boleh bahas PT ini tolong bang,, pt ini juga pernah di demo oleh penduduk toba langsung ,bahkan sering di demo terutama oleh masyarakat adat ,karena pt ini sangatlah merugikan alam dan masyarakat sekitar bang , izin bang kalau berani bahas tolong dibahas ,.Dan 1 lagi, PT ini dipegang investor asing yaitu Allied Hill Limited ... sekali lagi tolong dibahas bang ,🙏🏿🙏🏿dan mereka juga sembunyikan komentar yang ada di postingan IG mereka ,kalau mereka tidak lah terlibat dalam bencana mengerikan ini,kenapa mereka sembunyikan komentar yang ada di postingan IG mereka bang,tolong bahas ya bang ,izin bang",0,2 bulan yang lalu
@3ka88,pemerintah terburuk sejak 10 tahun  lalu,0,2 bulan yang lalu (diedit)
@HaiDayat,Dengan tidak dinaikkan statusnya menjadi bencana nasional akan memicu kebencian dan gerakan perlawanan --> dan pada akhirnya --> DARURAT MILITER,0,2 bulan yang lalu
@lofimemusica,sending pray for sumatera,0,2 bulan yang lalu
@LianggaAstanegara,"gimana kalo sekarang bikin tenda pengusian di lapangan besar, lalu semua orang di sana di evakusi dulu, nah setelah itu baru di tata lagi",0,2 bulan yang lalu
@Agusdhika-t3n,"tidak heran , ini pemerintah Indonesia",0,2 bulan yang lalu
@maulanagaleh1392,Ternaknya anis klo ada yang rame slalu sok paling bener,0,2 bulan yang lalu
@frok8918,Liat video kaya gini pling para mentri cuma senyum² aja..gk bkal peduli selain mengamankan dompet mreka..jngan sampe di audit,0,2 bulan yang lalu
@HibikAi11,SUMATERA tidak kekurangan SDA dan SDM untuk jadi sebuah negara.,0,2 bulan yang lalu
@RinaGunawan-m6g,"Prabowo  tua dan pikun..lamban bergerak
Gubran anak haram..bego dan g jelas smg mereka segera mati",0,2 bulan yang lalu
@EkoSukasto,PRABOWO TIDAK BERANI BERTINDAK !!!,0,2 bulan yang lalu
@lutfibagus5181,Hidup cuma sekali malah jadi WNI 😢,0,2 bulan yang lalu
@edywijaya9237,"Aceh Merdeka, Sumatera Merdeka aja

Bkn Bagian dari NKRI lagi, yg dipikirkan Pemerintah pusat saja

Lucu nya negara konoha",0,2 bulan yang lalu
@RADIOHK01,Bagus dong,0,2 bulan yang lalu
@charlymatutina3126,Yang buang bantuan dari atas heli dimana yah?,0,2 bulan yang lalu
@cahyadirahmat1094,"Gimana mau cepat naik status bencana nasional, elitenya aja cuma sibuk pencitraan dan doyan blunder",0,2 bulan yang lalu
@Tomdiman,"Kampung saya gak kena banyir,longsor tetaoh terisolir dan rentan bahan pangan....",0,2 bulan yang lalu
@muntafaqur,"🔥AKIBAT KERUSAKAN HUTAN SEMUA KAYU DITEBANG OLEH PEMERINTAH MUNAFIK DAN KERUSAKAN HUTAN OLEH TAMBANG PEMERINTAH INDONESIAL MUNAFIK🔥
🔥INDONESIA NEGARA MUNAFIK TIDAK LAMA LAGI AKAN BUBAR AMIIIIIINNN🤲🔥",0,2 bulan yang lalu
@ipon941,Bukan gitu bang. Kalau status bencana naik. Ini berpotensi membongkar borok” pejabat Indonesia di mata rakyat dan negara lain. Tau lah kenapa demikian,0,2 bulan yang lalu
@basoruddin7793,"Kita lihat saja nanti boom waktu itu akan segera ada, siap"" Saja kami pun sdh muak lihat ketidakkeadilan yg sering terjadi di pulau sumatra, hutan, kekayaan alam kami terus di pretelin namun tidak dengan bencana nya.",2,2 bulan yang lalu
@Echo_KenZie,KARNA ADA ORANG BOTAK DARI ACEH .DIA BILANG ACEH BUKAN INDONESIA,0,2 bulan yang lalu
@muhammadazwaranas9561,Sepakat bang Indonesia cuman pulau jawa.,1,2 bulan yang lalu
@herrykuswantos6002,"saya sarankan nonton channel sepulang sekolah setelah ini, disitu beberapa dijelaskan sama bang koi masalah ini",0,2 bulan yang lalu
@fitrahrizali553,"Ada 2 Hal di Dunia ini yg tidak terbatas : Alam semesta Dan keGOBLOKan.
Dan hebatnya, presiden kita memiliki salah satunya",0,2 bulan yang lalu
@ahmadjunaidi-q7p,bang emank ada president ya kita bang,0,2 bulan yang lalu
@ikhwansukmawijaya5018,Ayo semoga 😢,0,2 bulan yang lalu
@ismailalikrom6126,Kalo di luar negeri udah bunuh diri tuh menterinya karena sangat malu dan merasa bersalah,0,2 bulan yang lalu
@MeberJangjang,Kpn ditangkap nya dalang dari smua ini..bkn didalami Lg Tpi ditangkap ..kami Sdh muak,0,2 bulan yang lalu
@FatimahKhalisaAzzahra,"Bantulah mereka yang ada disana ya Allah, berikan mereka perlindungan... dan bagi mereka yang gugur ditengah bencana, ringankanlah dosa mereka di akhirat...",0,2 bulan yang lalu
@andremassie8814,Indonesia Hebat punya salah satu Putra yang sangat sangat peduli tanpa framing2 Bang Ferry..percaya bro Tuhan. Pasti Berkati semu usaha yg baik dan memberikan Kesehatan yg cukup..Haleluyah Amin,0,2 bulan yang lalu
@anchedwipayana6220,Great work nak Ferry!,0,2 bulan yang lalu
@iqahermmmm1616,"patutnya lahan illegal diambil balik bagi perhutanan semula atau Indonesia bakal banjir teruk lagi ditahun depannya

pemerintah seakan goblok pasal geografi tanah.

kelapa sawit bukan pohon yg tinggggiiii, yg berakar tunjanggg masuk ke dlm tanah. bukan pohon yg mencengkam bagi pohon gunung ganang. ia pohon yg sesuai untuk tanah rata, tanah pamah. kalo tanya baikla tanam pokok durian😂 atau pokok kayu jati untuk kawasan gunung.

tapi iya, perhutanan semula bakal makan masa beratus tahun untuk tumbuh besar tapi lagi baik dibuat sekarang dari dibiar aja",0,2 bulan yang lalu
@anggawirawan8401,Pemain elit indonesia dan mafia ini bang. Penebangan phon secara liar,0,2 bulan yang lalu
@abdisucipto-s3b,"Nyatanya pembukaan ladang sawit hanya di nikmati segelintir babi2/anjing2 serakah, dan ujung2nya ketika alam murka masyarakatlah yg menanggung.",0,2 bulan yang lalu (diedit)
@darjo-df3zc,Liat dan denger untuk para pemerintah yng serakah,0,2 bulan yang lalu
@dimassferdiansyah3897,Langsung ke ingat PRRI Permesta di buku sejarah kls 12😮,1,2 bulan yang lalu
@melkinaura2213,"Jika pemerintah masih melaksanakan semua demi kepentingan pribadi  ayo rakyat Indonesia bersatulah, nepalkan pejabat yg korup, ingat jangan berharap ke hukum Indonesia yg terang terangan melindungi koruptor",1,2 bulan yang lalu
@aprilliasusanti594,"Indonesia ga kekurangan orang kompeten bang. Tp kekurangan orang baik. Tapi kenyataannya pejabat kita udah ga kompeten, ga baik pula. Semoga Alloh ampuni dan berikan perlindungan ke semua rakyat indonesia 😢",0,2 bulan yang lalu
@YounLife,"Perizinannya diberikan di jawa, objek perizinanannya di sumatera, penerimaan negaranya digunakan untuk pembangunan yang cenderung berfokus di jawa, dampaknya hanya ditanggung warga sumatera!",6,2 bulan yang lalu
