author,text,likes,time,text_clean,sentiment
@mhsidealis1248,"banyak terjadi bencana karena ulah manusia, tapi tak satupun yang kena hukuman penjara.",0,2 bulan yang lalu,banyak terjadi bencana karena ulah manusia  tapi tak satupun yang kena hukuman penjara,Neutral
@galihnugros,"Padahal hari hari RI 1 tinggal di Babakan Madang, Kab Bogor, perbukitan, kawasan hijau. Tapi soal begini kaga peka. 😌",0,2 bulan yang lalu,padahal hari hari ri   tinggal di babakan madang  kab bogor  perbukitan  kawasan hijau  tapi soal begini kaga peka,Neutral
@alsabr,"Daripada membantu rakyat, pemerintah malah mengerahkan buzzer.😢",0,2 bulan yang lalu,daripada membantu rakyat  pemerintah malah mengerahkan buzzer,Neutral
@alfanimammaruf4591,Penjarahan di supermarket kok tidak dibahas bang !!!,0,2 bulan yang lalu,penjarahan di supermarket kok tidak dibahas bang,Negative
@BondanPrat,Terlalu lambat negara ini,0,2 bulan yang lalu,terlalu lambat negara ini,Negative
@dwiriani2246,DPR mana nih suaranya? Se7 seharusnya sdh jadi bencana nasional. Semoga Alloh memulihkan keadaannya. Aamiin,0,2 bulan yang lalu,dpr mana nih suaranya  se  seharusnya sdh jadi bencana nasional  semoga alloh memulihkan keadaannya  aamiin,Neutral
@necomencer,zulkifli sama si sumbing itu harus dihukum berat,0,2 bulan yang lalu,zulkifli sama si sumbing itu harus dihukum berat,Neutral
@maishanoviahabibah9323,Padahal aku subscribe bg fery tapi kok gak pernah lihat di beranda ya padahal sering nonton,0,2 bulan yang lalu,padahal aku subscribe bg fery tapi kok gak pernah lihat di beranda ya padahal sering nonton,Neutral
@kresnayusuf6624,Ga bisa gitu dong pak.. ntar joko dan kroninya ikut keseret malah ribett 🗿,0,2 bulan yang lalu,ga bisa gitu dong pak   ntar joko dan kroninya ikut keseret malah ribett,Neutral
@kidsbadboy692,"sepertinya tuhan lagi ga suka pemerintah indonesia, kayanya AIB pemerintahan lagi di buka satu persatu ama tuhan,",0,2 bulan yang lalu,sepertinya tuhan lagi ga suka pemerintah indonesia  kayanya aib pemerintahan lagi di buka satu persatu ama tuhan,Neutral
@JaySatriani,"Semua kejadian atas kehendaknya agar kita manusia kembali hidup penuh kesadaran,setiap yang terjadi ada pesan semesta yang harus kita sadari....tidak ada orang benar atau salah pasti terkena dampaknya karena manusia yang serakah akan harta.. Salam waras",0,2 bulan yang lalu,semua kejadian atas kehendaknya agar kita manusia kembali hidup penuh kesadaran setiap yang terjadi ada pesan semesta yang harus kita sadari    tidak ada orang benar atau salah pasti terkena dampaknya karena manusia yang serakah akan harta   salam waras,Negative
@ibrahimnasution3672,"Sumtra Indonesia kekayaannya
Klu bencana bukan nasional

Warga sumtra kecewa sama
Pemerintah pusat
Akan jadi bom waktu 
Bagi kami dn anak2 kami 
Kedepan nya 

Akan jadi gelombang referendum
Sumtra",0,2 bulan yang lalu,"sumtra indonesia kekayaannya
klu bencana bukan nasional

warga sumtra kecewa sama
pemerintah pusat
akan jadi bom waktu 
bagi kami dn anak  kami 
kedepan nya 

akan jadi gelombang referendum
sumtra",Negative
@astroYTmusic,prabowo lotnok,0,2 bulan yang lalu,prabowo lotnok,Neutral
@adelmsa,"keren intro nya mirip film money heist, keep support bg ferry",0,2 bulan yang lalu,keren intro nya mirip film money heist  keep support bg ferry,Neutral
@uburuburTv-r3c,"BG UNTUK WILAYAH ACEH,... ACEH RAMIANG MASIH TERISOLASI",0,2 bulan yang lalu,bg untuk wilayah aceh     aceh ramiang masih terisolasi,Neutral
@dinoback25,selama masuknya kotor gak akan bersih2 ini negara.,0,2 bulan yang lalu,selama masuknya kotor gak akan bersih  ini negara,Neutral
@AisyahSarim,Mari bersatu kita membantu dengan apa yg kita bisa,0,2 bulan yang lalu,mari bersatu kita membantu dengan apa yg kita bisa,Neutral
@adeyulianto4078,namanya bencana yo bencana alam bukan bencana nasional aneh it namanya alam takdir dr alloh yg mberinya,0,2 bulan yang lalu,namanya bencana yo bencana alam bukan bencana nasional aneh it namanya alam takdir dr alloh yg mberinya,Negative
@GeraldResdifianto,"audio talking head nya bisa lebih dienakin lagi ga ya? presentasi volume backsound juga bisa diperhatikan. biar didenger tu entak, ga mikir dulu ""tadi ferry kata ngomong apa ya?"" gtu.",0,2 bulan yang lalu,audio talking head nya bisa lebih dienakin lagi ga ya  presentasi volume backsound juga bisa diperhatikan  biar didenger tu entak  ga mikir dulu  tadi ferry kata ngomong apa ya   gtu,Neutral
@AkuSiapa-du4um,Pemerintah tau nya Indonesia itu Jawa aja😢,0,2 bulan yang lalu,pemerintah tau nya indonesia itu jawa aja,Neutral
@pasuruan-x,"😂😂😂😂😂😂😂😂😂
Apa bung feri percaya sama pemerintah.
Bukan kah itu buang2 masa bung.",1,2 bulan yang lalu,"apa bung feri percaya sama pemerintah 
bukan kah itu buang  masa bung",Negative
@dianthomas4866,contoh bobrok kegagalan ke pemerintahan,0,2 bulan yang lalu,contoh bobrok kegagalan ke pemerintahan,Neutral
@Bukansiapasiapa183,"Ada aturanya Bos , ikuti saja aturan yang sudah ada . Jangan bikin aturan semaumu . Tanpa status bencana nasional pemerintah juga mengambil tindakan secara signifikan dan bersungguh-sungguh.",0,2 bulan yang lalu,ada aturanya bos   ikuti saja aturan yang sudah ada   jangan bikin aturan semaumu   tanpa status bencana nasional pemerintah juga mengambil tindakan secara signifikan dan bersungguh sungguh,Neutral
@MrGrey-Navy,"Masih ingat pidato ini. 

“Saya kira ke depan kita juga harus tambah tanam kelapa sawit, tidak usah takut katanya membahayakan (karena menyebabkan) deforestasi. Namanya kelapa sawit ya pohon, ya kan? Kelapa sawit itu pohon, ada daunnya kan? Ya dia menyerap karbon dioksida, darimana kita dituduh, yang mboten-mboten aja orang-orang itu,” 

Gak sampai 1 tahun langsung dijawab. 
Begitulah kalo otak gila perang, taunya hanya merusak",1,2 bulan yang lalu,"masih ingat pidato ini  

 saya kira ke depan kita juga harus tambah tanam kelapa sawit  tidak usah takut katanya membahayakan  karena menyebabkan  deforestasi  namanya kelapa sawit ya pohon  ya kan  kelapa sawit itu pohon  ada daunnya kan  ya dia menyerap karbon dioksida  darimana kita dituduh  yang mboten mboten aja orang orang itu   

gak sampai   tahun langsung dijawab  
begitulah kalo otak gila perang  taunya hanya merusak",Negative
@D_NATALE,Ganti menteri asik si,0,2 bulan yang lalu,ganti menteri asik si,Neutral
@ArmanSuryana-x3k,☕👍,0,2 bulan yang lalu,,Neutral
@safikpayu2527,PresIDEN OMON OMON Indoneskere,0,2 bulan yang lalu,presiden omon omon indoneskere,Neutral
@putradana1242,"Tidak ada yang perlu dipikirkan
Alam hanya ingin memperbaiki dirinya sendiri
Siapa manusia??manusialah biang perusak alam...",0,2 bulan yang lalu,"tidak ada yang perlu dipikirkan
alam hanya ingin memperbaiki dirinya sendiri
siapa manusia  manusialah biang perusak alam",Negative
@ilhamharahap6529,"sudah tak terhitung hasil kekayaan alam Sumatera mereka bawa ke pulau Jawa.
tapi apa yang mereka berikan?
bencana yang terjadi hari ini hanya di pandang sebelah mata.",0,2 bulan yang lalu,"sudah tak terhitung hasil kekayaan alam sumatera mereka bawa ke pulau jawa 
tapi apa yang mereka berikan 
bencana yang terjadi hari ini hanya di pandang sebelah mata",Neutral
@enansopiandi5483,negri ini akan banyak bencanan akibat dapet pemimpin dari curang,0,2 bulan yang lalu,negri ini akan banyak bencanan akibat dapet pemimpin dari curang,Neutral
@HendyLanovi,dislike datang dari buzzer,0,2 bulan yang lalu,dislike datang dari buzzer,Neutral
@NurmadiSutrisno,"Bang sepertinya pemerintah pusat tidak akan memberikan status bencana nasional.  Kerena kejahatan perusakan hutan di lakukan oleh pemerintah sendiri .lihat ijin dikeluarkan untuk merampas hutan. Menebang kayu , pembalakan liar. Pabrik kertas, dll",0,2 bulan yang lalu,bang sepertinya pemerintah pusat tidak akan memberikan status bencana nasional   kerena kejahatan perusakan hutan di lakukan oleh pemerintah sendiri  lihat ijin dikeluarkan untuk merampas hutan  menebang kayu   pembalakan liar  pabrik kertas  dll,Negative
@Encisvwxyz,"tidak ada yg peduli pada nasib buruk, selama mereka mendapatkan kepuasan secara instan
-squidward",0,2 bulan yang lalu,"tidak ada yg peduli pada nasib buruk  selama mereka mendapatkan kepuasan secara instan
 squidward",Negative
@sidobakul7008,"Yang tau kondisi sebenarnya pastilah pemerintah,  yang tau apa yang harus dilakukan pastilah pemerintah jika pilihan yang terbaik tidak ada ""status bencana nasional"" pasti ada pertimbangan matang dari para ahli di pemerintahan. konten kreator dan media malah bikin kisruh giring sana giring sini yang ujung2 nya menjalankan agenda asing.",0,2 bulan yang lalu,yang tau kondisi sebenarnya pastilah pemerintah   yang tau apa yang harus dilakukan pastilah pemerintah jika pilihan yang terbaik tidak ada  status bencana nasional  pasti ada pertimbangan matang dari para ahli di pemerintahan  konten kreator dan media malah bikin kisruh giring sana giring sini yang ujung  nya menjalankan agenda asing,Negative
@Bangvinchannel,"Saya dari tanjung pura, kabupaten langkat, mau cerita sedikit, entah kenapa saya merasa bantuan n logistik lambat,, banyak warga yg kehabisan makanan n air bersih.",1,2 bulan yang lalu,saya dari tanjung pura  kabupaten langkat  mau cerita sedikit  entah kenapa saya merasa bantuan n logistik lambat   banyak warga yg kehabisan makanan n air bersih,Negative
@ririnrianawati9850,Pak Prabowo di bisikin sama teman temannya kalo baik baik saja...dan biasa president percaya😢😢😢,0,2 bulan yang lalu,pak prabowo di bisikin sama teman temannya kalo baik baik saja   dan biasa president percaya,Neutral
@ZeaZea-c4f,"Semua ulah para pejabat yang serakah,,,,tidak peduli rakyat kecil hanya peduli sama perut sendiri.jika pemerintah tidak segera berbenah atau bertindak atas apa yang telah terjadi di bumi indonesia...maka rakyat lah yang harus bersatu menghabisi para pejabat serakah...",0,2 bulan yang lalu,semua ulah para pejabat yang serakah    tidak peduli rakyat kecil hanya peduli sama perut sendiri jika pemerintah tidak segera berbenah atau bertindak atas apa yang telah terjadi di bumi indonesia   maka rakyat lah yang harus bersatu menghabisi para pejabat serakah,Negative
@wulanwarcham3079,"heran, berbagai negara udah meninggalkan eksplorasi alam, arab udah beralih ke industri wisata perlahan meninggalkan fosil, disini manufactur banyak yg tutup, pemerintahnya fokus mengeruk alam yang mana tdk mengurangi pengangguran, hanya menambah kekayaan penguasa aja",0,2 bulan yang lalu,heran  berbagai negara udah meninggalkan eksplorasi alam  arab udah beralih ke industri wisata perlahan meninggalkan fosil  disini manufactur banyak yg tutup  pemerintahnya fokus mengeruk alam yang mana tdk mengurangi pengangguran  hanya menambah kekayaan penguasa aja,Neutral
@DeddyTarigan-n2p,"Senang senang bencana kemudian, coba kita bertanya pada pada rumput yang bergoyang yang ada disana. Dosa siapa, ini salah siapa.... ????",0,2 bulan yang lalu,senang senang bencana kemudian  coba kita bertanya pada pada rumput yang bergoyang yang ada disana  dosa siapa  ini salah siapa,Negative
@RxFadli,"Saya sebagai korban bencana di aceh, saya kecewa sama penerintah tidak mmeberlakukan darurat nasional",0,2 bulan yang lalu,saya sebagai korban bencana di aceh  saya kecewa sama penerintah tidak mmeberlakukan darurat nasional,Negative
@depaawu,ketutupan berita tumbler,0,2 bulan yang lalu,ketutupan berita tumbler,Neutral
@RifqiAlIhsan-m4r,Betul bg terkadang kita dari Sumatera merasa di anaktirikan. Salam dari Jambi/Tebo✊,0,2 bulan yang lalu,betul bg terkadang kita dari sumatera merasa di anaktirikan  salam dari jambi tebo,Neutral
@nukesalmah3951,"Gila ya menentukan status bencana nasional aja mesti diminta sama rakyatnya sendiri 
Mana ga digubris lagi 😢",0,2 bulan yang lalu,"gila ya menentukan status bencana nasional aja mesti diminta sama rakyatnya sendiri 
mana ga digubris lagi",Negative
@PaulCandi,"dlm sejarah kita, status bencana nasional baru 2. yakni tsunami aceh 2004 dan pandemi covid",0,2 bulan yang lalu,dlm sejarah kita  status bencana nasional baru    yakni tsunami aceh      dan pandemi covid,Neutral
@siti01hartina62,Angin tidak ada ktp,0,2 bulan yang lalu,angin tidak ada ktp,Negative
@rastaarum4418,"Bencana banjir disumut  akibat ilegal logging alih pungsi hutan dgn dalih membantu ekonomi lingkungan.
Padahal ekploitasi nyata pada sdm dan sda rusak. Kemenhut dan pengusaha nakal bertanggung jawab.
Suarakan terus.
Kasih jera oknum dan mapia perusak alam",0,2 bulan yang lalu,"bencana banjir disumut  akibat ilegal logging alih pungsi hutan dgn dalih membantu ekonomi lingkungan 
padahal ekploitasi nyata pada sdm dan sda rusak  kemenhut dan pengusaha nakal bertanggung jawab 
suarakan terus 
kasih jera oknum dan mapia perusak alam",Neutral
@FIyingJudge,"Wowo 🗣️: sawit itu kan pohon
Matane akar serabut disuruh nyerap dan nahan banjir",0,2 bulan yang lalu,"wowo     sawit itu kan pohon
matane akar serabut disuruh nyerap dan nahan banjir",Negative
@raflyadnanzharfan4754,Cepat lah pulih sumatra dan sekitar nya ❤,0,2 bulan yang lalu,cepat lah pulih sumatra dan sekitar nya,Positive
@nofelnofiadri3316,Raso raso ka iyo lo,0,2 bulan yang lalu,raso raso ka iyo lo,Neutral
@namabelakangnamadepan8449,Jike pemerintah tidak menganggap ketiga provinsi tadi sebagai Indonesia. lets make it TRUE,0,2 bulan yang lalu,jike pemerintah tidak menganggap ketiga provinsi tadi sebagai indonesia  lets make it true,Negative
@incasalamiyah2706,"ar rum 41...sumut juga pembabatan hutan ..tolong pak mentri kehutanan..cukong2, penguasa segala cara merusak. Telah tampak kerusakan di darat dan di laut disebabkan karena perbuatan tangan manusia,",0,2 bulan yang lalu (diedit),ar rum      sumut juga pembabatan hutan   tolong pak mentri kehutanan  cukong   penguasa segala cara merusak  telah tampak kerusakan di darat dan di laut disebabkan karena perbuatan tangan manusia,Neutral
@ichwanmunif730,Saya tidak bisa menyalahkan sama sekali karena sudah terdeteksi tidak ada kebenaran sama sekali. Suatu kaum tidak bisa memperbaiki keadaan.. kecuali suatu kaum itu sendiri yang merubahnya ❤. 🙏,0,2 bulan yang lalu,saya tidak bisa menyalahkan sama sekali karena sudah terdeteksi tidak ada kebenaran sama sekali  suatu kaum tidak bisa memperbaiki keadaan   kecuali suatu kaum itu sendiri yang merubahnya,Negative
@maenadr5438,Bagaimana yg mengatas namakan relawan .... saat ini lah relawan bekerja membantu masyarakat yg kena bencana alam...,0,2 bulan yang lalu,bagaimana yg mengatas namakan relawan      saat ini lah relawan bekerja membantu masyarakat yg kena bencana alam,Neutral
@rickysalim7099,Ini ngomongin status bencana nasional tapi gak ada ngomongin dari sisi UU dan Perpresnya 😂,0,2 bulan yang lalu,ini ngomongin status bencana nasional tapi gak ada ngomongin dari sisi uu dan perpresnya,Neutral
@sondanghermawansaputrasiag7541,"Permasalahannya pimpinan daerahnya blm bilang tidak sanggup, maka agak susah untuk menjadikan bencana nasional bang",0,2 bulan yang lalu,permasalahannya pimpinan daerahnya blm bilang tidak sanggup  maka agak susah untuk menjadikan bencana nasional bang,Negative
@maskurunmulyosukarto7297,"Bang Ferry.....saya usul atau sarankan bagaimana kalau bang Ferry didukung banyak orang membuat Film Pendek yang terbagi menjadi  2 seri bersambung. Yg pertama Video akibat/rusak  yang di liput di TV di kumpulkan dan dipilih untuk dijadikan Film Pendek tentang akibat banjir sebagai warning dan pengingat. Yg kedua Film Pdndek  yang penting jika perlu dibantu AI untuk mengedukasi masyarakat desa kam;pung dan gunung, yaitu film tentang fungsi Pohon, Pohon yang di HuTan dan HuJan. Beda nya di huruf T dan J tetapi keduanya SALING BERSAUDARA.
Jika hutan dirusak maka HUJAN nya akan marah dan mengakibatkan Banjir. Film ke-2 ini YANG KAMI SEBUT SEBAGAI EDUKASI YANG MUDAH DITONTON OLEH WARGA DI DESA KAMPUNG GUNUNG DIMANAPUN dan harus diputar lewat LAYAR TANCAP sebagai pengingat kepada warga betapa bahayanya memotong pohon apalagi membabat hutan. Dengan Film yang diputar di LAYAR TANCAP.....masyarakat akan menonton dan mudah diingat karena rakyat melihat sendiri dan menjadi memori untuk TIDAK LAGI DAN TIDAK BOLEH MEMOTONG MESKI 1 POHON TANPA PERSETUJUAN DARI LURAH CAMAT BUPATI DAN POLISI.",0,2 bulan yang lalu,"bang ferry     saya usul atau sarankan bagaimana kalau bang ferry didukung banyak orang membuat film pendek yang terbagi menjadi    seri bersambung  yg pertama video akibat rusak  yang di liput di tv di kumpulkan dan dipilih untuk dijadikan film pendek tentang akibat banjir sebagai warning dan pengingat  yg kedua film pdndek  yang penting jika perlu dibantu ai untuk mengedukasi masyarakat desa kam pung dan gunung  yaitu film tentang fungsi pohon  pohon yang di hutan dan hujan  beda nya di huruf t dan j tetapi keduanya saling bersaudara 
jika hutan dirusak maka hujan nya akan marah dan mengakibatkan banjir  film ke   ini yang kami sebut sebagai edukasi yang mudah ditonton oleh warga di desa kampung gunung dimanapun dan harus diputar lewat layar tancap sebagai pengingat kepada warga betapa bahayanya memotong pohon apalagi membabat hutan  dengan film yang diputar di layar tancap     masyarakat akan menonton dan mudah diingat karena rakyat melihat sendiri dan menjadi memori untuk tidak lagi dan tidak boleh memotong meski   pohon tanpa persetujuan dari lurah camat bupati dan polisi",Negative
@hendrihunter4536,Sumatera cinta Indonesia. Tapi apakah Indonesia mencintai kami ?,0,2 bulan yang lalu,sumatera cinta indonesia  tapi apakah indonesia mencintai kami,Neutral
@bayhaqiekiki9029,"Pak presiden kita kebanyakan monitor, turun aja dulu ke lokasi temui rakyat paling bbrapa jam pulang lg ke pusat baru evaluasi, udah 5 hari lo, dan gk harus bpk jg mentri mentriny kan ada",0,2 bulan yang lalu,pak presiden kita kebanyakan monitor  turun aja dulu ke lokasi temui rakyat paling bbrapa jam pulang lg ke pusat baru evaluasi  udah   hari lo  dan gk harus bpk jg mentri mentriny kan ada,Neutral
@dwiputri9719,"dari pada harus membuat status bencana nasional .mendingan berpikir bagaimana cara ,memnyalurkan bantuan secepat mngkin",0,2 bulan yang lalu,dari pada harus membuat status bencana nasional  mendingan berpikir bagaimana cara  memnyalurkan bantuan secepat mngkin,Neutral
@Ehrgeizer,Jawa bisa apa sih kalau bukan semua sandang pangan dipasok dari sumatera?,0,2 bulan yang lalu,jawa bisa apa sih kalau bukan semua sandang pangan dipasok dari sumatera,Negative
@cutaya13,"Singkat saja, Presiden SBY dulu saat bencana Aceh 2004, waktu itu baru selesai melihat bencana di Jayapura, beliau langsung terbang ke Banda Aceh untuk melihat kondisi Rakyat Aceh pada saat itu, membesuk rakyatnya yang sedang tertimpa musibah, memonitor langsung bantuan dan perbaikan untuk wilayah Aceh. 😢 Bukan maksud membanding2kan, tapi diantara 3 provinsi yang terdampak, tidak ada satu provinsi pun yang didatangi, setidaknya lihatlah kondisi masyarakat langsung, supaya Bapak Presiden Prabowo tau bagaimana mencekamnya kondisi di Lapangan 😢 Pray for Sumatera 🇮🇩",0,2 bulan yang lalu,singkat saja  presiden sby dulu saat bencana aceh       waktu itu baru selesai melihat bencana di jayapura  beliau langsung terbang ke banda aceh untuk melihat kondisi rakyat aceh pada saat itu  membesuk rakyatnya yang sedang tertimpa musibah  memonitor langsung bantuan dan perbaikan untuk wilayah aceh    bukan maksud membanding kan  tapi diantara   provinsi yang terdampak  tidak ada satu provinsi pun yang didatangi  setidaknya lihatlah kondisi masyarakat langsung  supaya bapak presiden prabowo tau bagaimana mencekamnya kondisi di lapangan   pray for sumatera,Negative
@sunjayachannel,Kerusakan lingkungan karena kebijakan pemerintah dan rakusnya para pemegang HPH terutama semenjak zulhas jd menhut hingga menhut yg sejarang yg bilang itu karena pohon tumbang alami. Padhl semua sudah tau itu krn penggundulan hutan. Tetap semangat berjuang saudara2ku smg badai segera berlalu🙏,0,2 bulan yang lalu (diedit),kerusakan lingkungan karena kebijakan pemerintah dan rakusnya para pemegang hph terutama semenjak zulhas jd menhut hingga menhut yg sejarang yg bilang itu karena pohon tumbang alami  padhl semua sudah tau itu krn penggundulan hutan  tetap semangat berjuang saudara ku smg badai segera berlalu,Positive
@herupujiraharjoraharjo6502,"bro, mr president sudah memberikan solusi. ""Memerintahkan guru untuk menambah silabus peduli lingkungan"".  Mau apalagi?",0,2 bulan yang lalu,bro  mr president sudah memberikan solusi   memerintahkan guru untuk menambah silabus peduli lingkungan    mau apalagi,Positive
@m.ichsanalhafiz,"Banyak perusahaan tambang, minyak, dan gas yang mengambil sumber daya dari pulau-pulau di luar Jawa, tetapi kantor pusatnya justru berada di Jakarta. Akibatnya, pajak penghasilan badan usaha (PPh) masuk ke Jakarta, bukan ke daerah tempat sumber daya itu diambil. Begitu juga dengan kesempatan kerja: karena kantor ada di Jakarta, warga Jakarta lebih diuntungkan dan ekonomi di sana terus berputar serta berkembang selama puluhan tahun. Tidak heran jika Indeks Pembangunan Manusia mereka sangat tinggi.

Sementara itu, daerah yang kekayaan alamnya dikeruk hanya mendapat Dana Bagi Hasil (DBH) yang sangat kecil. Ketika terjadi bencana terkait lingkungan, pemerintah pusat malah menganggapnya sebagai bencana lokal. Rasa ketidakadilan ini sudah menumpuk di generasi milenial dan Gen Z di daerah penghasil. Jika dibiarkan, potensi konflik dan perpecahan bisa makin besar.

Jangan sebut kekayaan alam kami sebagai kekayaan nasional jika saat kami terdampak bencana seperti ini saja tidak bisa ditetapkan sebagai bencana nasional.",64,2 bulan yang lalu,"banyak perusahaan tambang  minyak  dan gas yang mengambil sumber daya dari pulau pulau di luar jawa  tetapi kantor pusatnya justru berada di jakarta  akibatnya  pajak penghasilan badan usaha  pph  masuk ke jakarta  bukan ke daerah tempat sumber daya itu diambil  begitu juga dengan kesempatan kerja  karena kantor ada di jakarta  warga jakarta lebih diuntungkan dan ekonomi di sana terus berputar serta berkembang selama puluhan tahun  tidak heran jika indeks pembangunan manusia mereka sangat tinggi 

sementara itu  daerah yang kekayaan alamnya dikeruk hanya mendapat dana bagi hasil  dbh  yang sangat kecil  ketika terjadi bencana terkait lingkungan  pemerintah pusat malah menganggapnya sebagai bencana lokal  rasa ketidakadilan ini sudah menumpuk di generasi milenial dan gen z di daerah penghasil  jika dibiarkan  potensi konflik dan perpecahan bisa makin besar 

jangan sebut kekayaan alam kami sebagai kekayaan nasional jika saat kami terdampak bencana seperti ini saja tidak bisa ditetapkan sebagai bencana nasional",Negative
@hestyena69,Padahal penemuan warga tentang buldoser dan alat berat untuk membabat hutan itu tak pernah di tanggapi akhir nya ALAM SENDIRI YANG MEMBERI HUKUMAN NYA!,0,2 bulan yang lalu,padahal penemuan warga tentang buldoser dan alat berat untuk membabat hutan itu tak pernah di tanggapi akhir nya alam sendiri yang memberi hukuman nya,Neutral
@fatakhulkhoiri8327,"NGIPI HIDUP ABADI, LUCU. MAKAN ITU DUNIA.",0,2 bulan yang lalu,ngipi hidup abadi  lucu  makan itu dunia,Neutral
@haruuglory,Kal-Bar bisa saja jadi lokasi selanjutnya :),0,2 bulan yang lalu,kal bar bisa saja jadi lokasi selanjutnya,Neutral
